comuna,num_incendios,area_quemada_ha,region,provincia,temporada,anio,archivo_origen,hoja
Curanilahue,80.0,0.54,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Arauco,22.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Los Alamos,91.0,0.4114,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Canete,71.0,6.42,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Contulmo,11.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Tirua,63.0,8.88,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Angol,80.0,17.767599999999998,IX,Malleco,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Puren,34.0,0.14200000000000002,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Los Sauces,52.0,87.02,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Renaico,11.0,1.91,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Collipulli,151.0,2.32,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Ercilla,87.0,437.99,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Traiguen,46.0,83.075,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Lumaco,43.0,13.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Victoria,104.0,16.64,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Curacautin,3.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Lonquimay,19.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Temuco,105.0,0.3,NAN,Cautin,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Lautaro,52.0,10.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Perquenco,13.0,14.030000000000001,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Galvarino,127.0,51.65,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Nueva Imperial,47.0,8.559999999999999,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Carahue,59.0,15.8,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Saavedra,5.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Vilcun,24.0,0.6,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Chol Chol,48.0,3.52,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Freire,22.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Cunco,4.0,0.1,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Pitrufquen,29.0,0.01,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Gorbea,19.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Tolten,5.0,2.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Loncoche,14.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Villarrica,32.0,0.1,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Pucon,9.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Curarrehue,5.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Melipeuco,11.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Teodoro Schmidt,16.0,1.8099999999999998,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Padre Las Casas,89.0,0.01,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Valdivia,14.0,0.0,XIV,Valdivia,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Mariquina,27.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Lanco,4.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Los Lagos,15.0,0.05,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Corral,2.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Mafil,4.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Panguipulli,10.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Paillaco,8.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
La Unión,22.0,0.02,NAN,Ranco,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Futrono,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Río Bueno,9.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Lago Ranco,3.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Osorno,7.0,0.0,X,Osorno,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
San Pablo,7.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Puerto Octay,3.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Rio Negro,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Purranque,2.0,0.4,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
San Juan De La Costa,15.0,0.301,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Puerto Montt,84.0,1.0,NAN,Llanquihue,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Calbuco,11.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Maullin,3.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Los Muermos,6.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Fresia,6.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Frutillar,2.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Llanquihue,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Puerto Varas,8.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Castro,33.0,0.0,NAN,Chiloe,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Ancud,17.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Quemchi,6.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Curaco De Velez,8.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Dalcahue,22.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Quinchao,4.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Puqueldon,9.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Chonchi,16.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Queilen,15.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Quellon,22.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Chaiten,5.0,0.0,NAN,Palena,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Palena,4.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Futaleufu,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Hualaihue,6.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Coyhaique,11.0,0.0,XI,Coyhaique,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Cisnes,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Chile Chico,4.0,0.0,NAN,General Carrera,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Rio Ibañez,4.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Cochrane,1.0,0.0,NAN,Capitan Prat,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Ohiggins,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Punta Arenas,2.0,0.0,XII,Magallanes,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Rio Verde,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
San Gregorio,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Puerto Natales,2.0,0.0,NAN,Ultima Esperanza,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Torres Del Paine,3.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Porvenir,6.0,0.0,NAN,Tierra Del Fuego,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Colina,30.0,0.0,RM,Chacabuco,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Lampa,33.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Tiltil,18.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Puente Alto,34.0,0.0,NAN,Cordillera,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Pirque,15.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
San Jose De Maipo,7.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
San Bernardo,23.0,0.2,NAN,Maipo,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Buin,20.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Paine,42.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Calera De Tango,3.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Talagante,26.0,0.0,NAN,Talagante,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Penaflor,12.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
El Monte,6.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Isla De Maipo,8.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Padre Hurtado,12.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Melipilla,75.0,0.2,NAN,Melipilla,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Maria Pinto,17.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
San Pedro,46.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Curacavi,28.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Alhue,9.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Recoleta,4.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Huechuraba,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Quilicura,11.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Renca,5.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Pudahuel,14.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Cerro Navia,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Maipu,12.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Cerrillos,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
La Pintana,13.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
La Florida,5.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Penalolen,3.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
La Reina,2.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Providencia,3.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Las Condes,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Vitacura,1.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Lo Barnechea,2.0,0.0,NAN,Nan,2023-2024,2023,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2023-2024
Arica,2.0,,XV,Arica,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Camarones,1.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Putre,2.0,,NAN,Parinacota,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Colchane,2.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Huara,1.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Pica,2.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Calama,7.0,,NAN,El Loa,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Copiapó,5.0,,III,Copiapó,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Tierra Amarilla,7.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Vallenar,4.0,,NAN,Huasco,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Coquimbo,3.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
La Serena,7.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Paihuano,1.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Vicuna,1.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Monte Patria,6.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Ovalle,17.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Rio Hurtado,3.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Illapel,4.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Los Vilos,8.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Salamanca,3.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Cabildo,1.0,,V,Petorca,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
La Ligua,7.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Papudo,2.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Petorca,1.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Zapallar,3.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Los Andes,1.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
San Esteban,2.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Catemu,8.0,,NAN,San Felipe,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Llaillay,8.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Panquehue,5.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
San Felipe,2.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Hijuelas,9.0,,NAN,Quillota,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Calera,13.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
La Cruz,5.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Nogales,18.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Quillota,34.0,,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Casablanca,34.0,0.0,NAN,Valparaiso,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Concon,1.0,0.0,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Puchuncavi,3.0,0.06,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Quintero,8.0,0.0,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Valparaiso,59.0,0.17,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Vina Del Mar,12.0,0.0,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Algarrobo,6.0,0.02,NAN,San Antonio,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
Cartagena,11.0,0.0,NAN,Nan,2022 - 2023,2022,"10.- Resumen de Ocurrencia y Daño por Comuna, 1985 - 2024_octubre.xlsx",2022 - 2023
